id,numero_de_estacion,nombre,direccion,barrio,comuna,emplazamiento,latitud,longitud
234,344,UNIVERSIDAD DI TELLA,Figueroa Alcorta 7285,,,,-34.54723249654352,-58.4468016411338
308,251,SOLAR DE LA ABADÍA,Maure 1819,,,,-34.567633,-58.436752000000006
576,328,JARDIN BOTANICO,Santa Fe 4067,,,,-34.581920037923624,-58.420280103862616
116,116,HOSPITAL ALEMÁN, Juncal 2407,,,,-34.59147195496799,-58.40128182310524
231,384,PLAZA BENITO NAZAR,VALENTIN VIRASORO 1349,,,,-34.60511787,-58.445999589
120,120,HOSPITAL RAMOS MEJIA,3084 Agrelo,,,,-34.617509,-58.409287600000006
216,59,CORONEL DIAZ,Guemes 3330 & Coronel Diaz,,,,-34.589968,-58.411493
552,209,DEVOTO,Ricardo Gutierrez 4224,,,,-34.6028514,-58.5126086
241,348,VILLA DEL PARQUE,"Gutierrez, Ricardo 3105",,,,-34.600874,-58.494123
196,196,HOSPITAL ARGERICH,750 Pi y Margall,,,,-34.6277671,-58.36602490000001
548,51,PLAZA SUDAMERICA,Av. Piedrabuena 4901,,,,-34.687767,-58.475178
500,235,COMUNA 13,Ibera 2377,,,,-34.5532117,-58.464224299999984
29,29,PARQUE CENTENARIO,Av. Patricias Argentinas & Estivao,,,,-34.6079414,-58.4335573
114,114,TORRE MACRO, Av. Eduardo Madero 1180,,,,-34.59398891976011,-58.37142444536896
151,151,AIME PAINÉ,Av. de los Italianos 1200,,,,-34.61129829312854,-58.3591384429222
199,199,ESTADOS UNIDOS Y BOEDO,3568 Estados Unidos & Boedo Av.,,,,-34.6222601,-58.41601370000001
497,307,CERRETTI,Ceretti 2892,,,,-34.5744245,-58.4962318
572,125,BILBAO,Francisco Bilbao 2322,,,,-34.6340752,-58.45900799999999
387,278,DONATO ALVAREZ,"1540 Garcia, Juan Agustin",,,,-34.602028,-58.465568000000005
197,197,PLAZA CIUDAD DE UDINE,Mercedes 1480,,,,-34.620998,-58.493044
522,119,PLAZOLETA BENEDIT,Av. Warnes y Av. R. Scalabrini Ortiz,,,,-34.6022435,-58.44254819999999
403,316,BUENOS AIRES,Suarez 3150,,,,-34.6446835804428,-58.39387590287583
376,324,LAS VICTORIAS,Av. Gaona 4660,,,,-34.6274033,-58.48811179999999
14,14,PACIFICO,"Santa Fe Av. & Bullrich, Int. Av.",,,,-34.577424,-58.426387
21,21,PARQUE PATRICIOS,Iguazu & Uspallata,,,,-34.640111,-58.406432
581,11,PLAZA BOEDO,Sánchez de Loria1009,,,,-34.621951534228664,-58.41236636567611
525,317,ESCUELA RAGGIO,Av. Libertador 8620 (y Pico),,,,-34.536691,-58.4668133
546,143,COMUNA 7,Emilio Mitre 860,,,,-34.6313039,-58.44176059999998
91,91,PASCO,708 Pasco & Chile,,,,-34.6174482,-58.397602
535,90,HONORIO PUEYRREDON,Honorio Pueyrredón 1653,,,,-34.60251720000001,-58.449658973016376
82,82,HOSPITAL ITALIANO,394 Rawson & Potosi,,,,-34.6078917,-58.4263947
291,244,UADE,Lima 750,,,,-34.617247,-58.381627
355,242,PLAZOLETA RAFAEL DEL RIEGO,o´higins 1327,,,,-34.567483,-58.446381
556,230,AREVALO,Arévalo 1408,,,,-34.583613,-58.443602000000006
378,215,HOSPITAL ALVAREZ,Bolivia 683,,,,-34.623123,-58.468287
502,296,SAN ISIDRO LABRADOR,Av. San Isidro Labrador 4850,,,,-34.5406752,-58.4752251
134,134,SOLDADO DE LA FRONTERA,Ana Díaz 5899,,,,-34.683188,-58.468952
79,79,AZUCENA VILLAFLOR,"Villaflor, Azucena & Dealessi, Pierina",,,,-34.61189,-58.36393000000001
521,226,AV. WARNES,Av. Warnes 2150,,,,-34.59646530000001,-58.46638409999999
348,231,MARGARIÑOS CERVANTES,2465 Margariños Cervantes,,,,-34.610482,-58.474369
427,397,PARQUE SANTOJANNI,ACASSUSO 6373,,,,-34.648402,-58.51364480000001
245,248,HUSARES,Husares 2201,,,,-34.552594,-58.4429397
498,55,HABANA,Gral. José Gervasio Artigas 4298 (y Habana),,,,-34.5865976,-58.49495850000001
353,237,MADERO OFFICE,"367 Sanchez De Thompson, Mariquita",,,,-34.599036,-58.36469499999999
135,135,MARCELO T. DE ALVEAR,Esmeralda & Paraguay,,,,-34.5976425,-58.378363
544,78,TEATRO COLÓN,Cerrito 698,,,,-34.600598,-58.382361
254,276,PRIMERA JUNTA,Av. Rivadavia 5408 ,,,,-34.62079441851816,-58.4413509067459
433,273,PLAZOLETA COLOMBIA,1619 Brandsen,,,,-34.637697,-58.373726000000005
264,283,BALBIN II,Av. Dr. Ricardo Balbín y Crisólogo Larralde,,,,-34.5559308,-58.4812325
374,367,EVA PERÓN,Primera Junta 3898,,,,-34.6471,-58.46979999999999
557,241,BIBLIOTECA NACIONAL,Austria 2690,,,,-34.583409,-58.397735
63,63,RECONQUISTA,Viamonte 555,,,,-34.59977772506695,-58.37468663054962
458,219,PARQUE CHACABUCO II,AV. ASAMBLEA 1400,,,,-34.63642574842393,-58.44400690036917
553,210,JOSE LEON CABEZON,José León Cabezón 2516,,,,-34.5801918,-58.50094170000001
307,341,COMUNA 4,AV PERITO MORENO 2881,,,,-34.6499971,-58.42477299999999
70,70,ARAOZ,1413 Araoz & Gorriti CABA,,,,-34.5926862,-58.4260597
6,6,PARQUE LEZAMA,"Avenida Martin Garcia, 295",,,,-34.628526,-58.369758
46,46,CHILE,Perú 718,,,,-34.6163729,-58.37436969999998
482,376,PASEO DE LA COSTANERA,Av. Costanera Rafael Obligado 6200,,,,-34.550468,-58.430024
65,65,JULIÁN ÁLVAREZ,3822 Guemes,,,,-34.5873124,-58.4157873
487,239,AVENIDA CRAMER,Av. Cramer 2900,,,,-34.55813699999999,-58.46725929999999
379,390,DE LOS OMBUES,Av. de los Ombúes 300,,,,-34.5602,-58.4281
519,53,AV. DEL LIBERTADOR,Av. Del Libertador 100,,,,-34.59291496187579,-58.375442711639394
83,83,PARANÁ,1590 Lavalle,,,,-34.603269,-58.3893728
260,371,PASEO DE LAS AMERICAS,Av. Pres Figueroa Alcorta 6400,,,,-34.5530794109,-58.43522348866
269,260,SAN MIGUEL DE GARICOITS,"Delgado & Loreto, Virrey",,,,-34.577329,-58.45779900000001
188,373,JORGELINA DE SIMONE,Cochabamba 1799,,,,-34.62393,-58.39124999999999
493,208,NICASIO OROÑO,Nicasio Oroño 2598,,,,-34.5967435,-58.4594031
574,321,EZEIZA,Ezeiza 2751,,,,-34.575733,-58.50922800000001
323,240,ECHEVERRIA,1981 Vidal,,,,-34.565409,-58.459298
472,310,FREIRE II,Tte. Gral Ramón Freire 1003,,,,-34.5751286,-58.45275609999999
3,3,ADUANA,Av. Paseo Colón 380,,,,-34.61220714255728,-58.369129063789
408,364,CERRETTI Y MANUELA PEDRAZA,Ceretti 3407,,,,-34.56912,-58.50025
531,48,JOSE AMALFITANI,Av. Juan Bautista Justo 6383,,,,-34.63362230949344,-58.52125773107453
559,299,ALVEAR TENIS CLUB,C. José E. Rodo 4190,,,,-34.64142,-58.48239999999999
418,345,PLAZA MAFALDA,Conde & Concepción Arenal,,,,-34.5809383,-58.44458039999999
73,73,RUY DÍAZ DE GUZMÁN,Avenida Martin Garcia y Ruy Díaz de Guzmán,,,,-34.6306814,-58.3718235
489,288,SECRETARÍA DE DEPORTES,AV LIBERTADOR 7100,,,,-34.5476039,-58.4565662
589,16,MUSEO DEL AGUA,Viamonte 1994,,,,-34.6009819,-58.395456800000005
335,206,GALICIA,2502 Galicia,,,,-34.615945,-58.47098
499,286,FILOSOFIA Y LETRAS,José Bonifacio 1407,,,,-34.62855635090828,-58.4468139680066
17,17,PLAZA ALMAGRO,"441 Bulnes & Peron, Juan Domingo, Tte. General",,,,-34.6064101,-58.4187306
504,214,MORÓN,Morón 3089,,,,-34.6247196,-58.47518040000001
567,228,UNIVERSIDAD DEL SALVADOR,Marcelo Torcuato de Alvear 1335,,,,-34.59694268462008,-58.38593823736496
66,66,BILLINGHURST,3508 Carcova,,,,-34.5945475,-58.4138713
364,381,MATIENZO Y ARCE,Teniente Benjamín Matienzo 1998,,,,-34.570161,-58.43558
99,99,MALABIA,780 Malabia & Loyola,,,,-34.5960961,-58.43540800000001
417,127,PLAZA LEONARDO N. ALEM,Cochrane 2407,,,,-34.57634,-58.502480000000006
150,150,RODRIGO BUENO,Av. España 2200,,,,-34.6187547,-58.3554654
322,289,MONTAÑESES,2786 Montañeses,,,,-34.551304,-58.454181
228,10,MADERO UCA,"1600 Moreau De Justo, Alicia Av.",,,,-34.6164879,-58.3656683
44,44,ECOPARQUE,"Av. Del Libertador, 3260",,,,-34.5755148,-58.4138829
367,287,BELAUSTEGUI,Belaustegui 2910,,,,-34.616659000738366,-58.47770598650817
49,49,33 ORIENTALES,Constitución 4288,,,,-34.629176084274704,-58.42481977731553
507,271,VILLA SOLDATI II,23 de junio 4249,,,,-34.673248,-58.45531939999999
268,399,GARCIA DEL RIO,Av. García del Río 3182,,,,-34.5503,-58.477
414,385,FRANKLIN,Franklin 1100,,,,-34.6112804,-58.45004339999999
511,284,AV. FOREST,Delgado 1569 (y Av. Forest),,,,-34.575441,-58.46268899999999
61,98,BENITO JUAREZ, Benito Juarez 2231,,,,-34.6189273,-58.50517690000001
202,1,FACULTAD DE DERECHO,Av. Pres. Figueroa Alcorta 2120,,,,-34.583749,-58.390602
523,389,AV. ELCANO FIN DE VIDA,Av. Elcano 2998,,,,-34.5708116,-58.45786770000001
485,230,PASEO DE LA COSTANERA II,Av. Costanera Rafael Obligado 5100,,,,-34.553465,-58.42143999999999
294,363,UDAONDO,AV. GUILLERMO UDAONDO 1290,,,,-34.5471313,-58.4524657
148,323,PARQUE AVELLANEDA II,Av. Directorio 4295 ,,,,-34.6451767192088,-58.484555279762255
496,52,CAMPANA II,Cochrane 3298 (y Campana),,,,-34.5831596,-58.51316640000001
540,185,JORGE NEWBERY,Av. Costanera Rafael Obligado,,,,-34.55771,-58.41033000000001
24,24,ALSINA,Adolfo Alsina& Bernardo De Irigoyen,,,,-34.610583,-58.38089430000001
423,43,PLAZA ALBERDI,Crisólogo Larralde 4544,,,,-34.559255,-58.487772
453,28,PLAZA DE LA BANDERA,Av. Gaona 5181,,,,-34.6294802,-58.49448539999998
58,58,MINISTRO CARRANZA,Santa Fe Av. & Dorrego,,,,-34.5752773,-58.434688300000005
342,218,CAMPANA,1523 Campana,,,,-34.616813,-58.484297
575,327,IBERA,Superí 3058,,,,-34.55917978513255,-58.474031100000005
102,102,ROSETI,ROSETI 390,,,,-34.5851209,-58.4492989
555,217,RUIZ HUIDOBRO,Av Huidobro 3700,,,,-34.5500877791735,-58.48506483743439
432,187,JOSE MARIA MORENO,141 Jose Maria Moreno,,,,-34.619879,-58.435801
284,229,RIGLOS,1019 Riglos,,,,-34.631018,-58.435056
247,282,TRONADOR,Triunvirato Av. & Tronador,,,,-34.5838957,-58.466494
262,349,PLAZA SAENZ PEÑA,Andrés Lamas 1699,,,,-34.6097088334705,-58.46729693359809
549,95,EMILIO CASTRO,Av. Emilio Castro 6301,,,,-34.649701,-58.51078
299,221,CULPINA,Culpina 121,,,,-34.631705,-58.466143
80,80,VALLE,Valle 486,,,,-34.6245807,-58.43412319999999
464,377,CIUDAD UNIVERSITARIA III,Intendente Guiraldes 2160 - Pabellón III,,,,-34.541,-58.4441
215,113,GUATEMALA,Guatemala 4773,,,,-34.585878,-58.42499599999999
537,389,AV. ELCANO,Av. ELCANO 3000,,,,-34.57080828710083,-58.45806148960133
126,126,MINISTERIO DE JUSTICIA Y SEGURIDAD,Olavarría 1201,,,,-34.63922546953217,-58.36958898591382
384,267,PLAZA 25 DE AGOSTO,14 de julio de 1194,,,,-34.57951881156862,-58.46183473148808
152,152,JULIETA LANTERI,"Vera Peñaloza, Rosario 599 & Lanteri Julieta",,,,-34.6181645,-58.3596311
395,303,HUAURA,Huaura 1405 y Fitz Roy,,,,-34.596849288941584,-58.45327985794868
520,180,PARQUE OLIMPICO,Av. Coronel Roca 5252 (dentro del Parque Olímpico). ,,,,-34.67263155698435,-58.445517873322615
508,170,RAFAELA,Rafaela 4811,,,,-34.6391718,-58.4947858
122,122,COSTA RICA,COSTA RICA 4060,,,,-34.5915614,-58.41981629999999
48,34,COLONIA EXPRESS,Elvira Rawson de Dellepiane 150,,,,-34.6236397,-58.3632448
461,106,MOSCONI Y CONSTITUYENTES,CONSTITUYENTES 4710,,,,-34.58088,-58.49363000000001
